service,endpoint,method,status,category,severity,query,path_params,headers,request_body,response_snippet,error,elapsed_ms,ts
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10ca53090>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",193.945,1777607797.444105
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10d2de5d0>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",226.65099999999998,1777607798.331824
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10e6a1610>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",222.64000000000001,1777607799.224812
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10e6a1a10>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",191.245,1777607800.078388
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10e6a1a10>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",177.156,1777607800.928844
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10e7a5750>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",215.288,1777607801.797704
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10e73a390>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",213.027,1777607802.684312
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10e78aad0>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",178.701,1777607803.515154
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10cc35150>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",214.298,1777607804.4040809
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10ca2ffd0>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",197.899,1777607805.264168
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10e7a7c90>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",211.444,1777607806.145928
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10d364b10>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",208.13400000000001,1777607807.024816
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10e7a6190>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",210.22299999999998,1777607807.883845
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10d3e3450>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",211.739,1777607808.783564
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10c9f8750>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",197.68,1777607809.6821408
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10ca53bd0>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",190.515,1777607810.545493
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10e80e090>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",180.06900000000002,1777607811.374455
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10ca2c350>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",191.184,1777607812.231379
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10cc34190>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",199.12,1777607813.1095538
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10cc34190>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",209.203,1777607814.005698
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10e713250>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",180.44199999999998,1777607814.8710852
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10e71c5d0>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",203.402,1777607815.74122
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10ca27ad0>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",193.82399999999998,1777607816.618699
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10e846590>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",212.969,1777607817.465129
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10d365490>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",192.69400000000002,1777607818.311836
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10e795810>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",195.93099999999998,1777607819.165984
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10cccded0>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",208.27499999999998,1777607820.025781
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10d3e0e50>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",603.863,1777607821.303006
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10e81f410>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",198.386,1777607822.149289
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10830a4d0>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",232.62,1777607823.035071
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10e844650>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",187.75900000000001,1777607823.849309
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10ca2e1d0>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",210.119,1777607824.7355871
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10e7129d0>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",190.59300000000002,1777607825.5857332
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10e7129d0>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",195.17000000000002,1777607826.448799
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10cce9290>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",222.537,1777607827.3177862
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10d2dd110>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",203.554,1777607828.199525
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10e711050>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",202.80200000000002,1777607829.048089
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10ca719d0>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",200.45499999999998,1777607829.901247
gateway,/api/v1/kalshi/exchange/status,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10d70d450>,"{""exchange_active"":true,""trading_active"":true}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/kalshi/exchange/status` with any auth.

[200] OK:

    `{""exchange_active"":true,""trading_active"":true}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/kalshi/exchange/status
",209.21,1777607830.785933
